frame_index,x_centroid,y_centroid,visibility_flag
144,1269.9,588.3,1
145,1467.8,866.9,1
146,1467.6,866.8,1
147,1467.6,866.9,1
148,1467.6,867.0,1
149,1467.6,867.1,1
150,1467.5,867.1,1
151,1467.5,867.3,1
152,1728.2,647.6,1
153,1467.1,866.8,1
154,1467.1,867.1,1
155,1728.5,664.4,1
156,1727.9,656.8,1
157,1467.4,867.8,1
158,1467.4,867.7,1
159,1467.0,867.4,1
160,1466.9,867.4,1
161,1467.1,867.7,1
162,1467.1,867.1,1
163,1467.1,867.2,1
164,1467.0,867.3,1
165,1467.0,867.3,1
166,1467.0,867.4,1
167,1466.9,867.4,1
168,1466.9,867.5,1
169,1466.9,867.6,1
170,1466.8,867.6,1
171,1466.8,867.7,1
172,1466.8,867.7,1
173,-1.0,-1.0,0
174,-1.0,-1.0,0
175,-1.0,-1.0,0
176,-1.0,-1.0,0
177,-1.0,-1.0,0
178,-1.0,-1.0,0
179,-1.0,-1.0,0
180,-1.0,-1.0,0
181,1466.5,868.3,1
182,1466.5,868.3,1
183,1466.6,868.0,1
184,1466.6,868.0,1
185,1466.8,868.2,1
186,1466.8,868.2,1
187,1466.8,868.3,1
188,1466.8,868.3,1
189,1466.8,868.2,1
190,1466.8,868.2,1
191,1466.8,868.1,1
192,1466.8,868.0,1
193,1466.8,867.9,1
194,1466.7,867.9,1
195,1466.7,867.9,1
196,1466.7,868.1,1
197,1466.7,868.1,1
198,1466.8,867.8,1
199,1466.8,867.9,1
200,1468.8,834.9,1
201,1470.8,801.9,1
202,1472.9,769.0,1
203,1474.9,736.0,1
204,1476.9,703.1,1
205,1479.0,670.1,1
206,1481.0,637.1,1
207,1483.0,604.2,1
208,1485.1,571.2,1
209,1487.1,538.2,1
210,1489.1,505.3,1
211,1489.1,505.3,1
212,1489.3,505.3,1
213,1489.3,505.3,1
214,1489.3,505.0,1
215,1489.3,505.0,1
216,1489.2,504.9,1
217,1489.2,504.9,1
218,1489.0,504.5,1
219,1488.9,504.6,1
220,1488.9,504.5,1
221,1488.9,504.6,1
222,1488.8,505.0,1
223,1488.7,505.0,1
224,1488.8,505.0,1
225,1490.0,504.9,1
226,1490.8,504.7,1
227,1490.8,504.7,1
228,1491.0,504.3,1
229,1491.5,503.7,1
230,1491.5,503.7,1
231,1491.2,503.0,1
232,1491.2,503.0,1
233,1491.5,502.5,1
234,1491.6,502.5,1
235,1491.7,501.7,1
236,1491.7,501.7,1
237,1491.7,501.6,1
238,1491.7,501.6,1
239,1491.6,502.1,1
240,1491.6,502.1,1
241,1491.7,500.4,1
242,1491.7,500.4,1
243,1491.5,499.4,1
244,1491.5,499.5,1
245,1491.3,499.6,1
246,1491.3,499.6,1
247,1491.3,499.7,1
248,1491.3,499.5,1
249,1491.8,499.2,1
250,1491.8,499.1,1
251,1491.2,499.2,1
252,1491.1,499.3,1
253,1491.2,499.7,1
254,1491.1,499.7,1
255,1491.3,500.0,1
256,1491.5,499.8,1
257,1490.9,500.2,1
258,1490.4,500.6,1
259,1490.3,500.7,1
260,1489.8,500.8,1
261,1489.7,500.8,1
262,1489.1,500.7,1
263,1489.0,500.7,1
264,1489.0,501.1,1
265,1489.0,501.1,1
266,1489.5,500.8,1
267,1489.4,500.9,1
268,1489.9,500.2,1
269,1489.9,500.3,1
270,1490.2,499.8,1
271,1490.2,499.8,1
272,1490.0,500.0,1
273,1490.2,500.3,1
